id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,clearance,out,dribble,counterpress,duel,interception,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,ball_recovery,foul_committed,foul_won,block,substitution,injury_stoppage,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,pass_type_id,pass_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,related_events_3,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_won_advantage,clearance_head,clearance_body_part_id,clearance_body_part_name,location,foul_committed_type_id,foul_committed_type_name,pass_through_ball,pass_technique_id,pass_technique_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,dribble_overrun,clearance_left_foot,ball_recovery_recovery_failure,pass_switch,pass_cross,foul_committed_penalty,foul_won_penalty,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name
e60f0e6d-33eb-440f-b3dc-d8550b740318,1334,1,00:36:17.104,36,17,23,Goal Keeper,60,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,7867201c-8e4b-460c-a48b-a9ded4bf670f,,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,1.3,42.5,,,,,,,,,,,,15.0,Success,46.0,Standing,44.0,Set,35.0,Both Hands,33.0,Shot Saved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafce3db-9470-457c-a79a-cd1a613cca8a,1335,1,00:36:21.511,36,21,30,Pass,61,217,Barcelona,8,From Keeper,217,Barcelona,1.529719,,5a98b649-85f1-4b6d-970b-7b67a58700f1,,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,2.9,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,19.40773,0.3967729,1.0,Ground Pass,20.8,52.6,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a98b649-85f1-4b6d-970b-7b67a58700f1,1336,1,00:36:23.041,36,23,42,Ball Receipt*,61,217,Barcelona,8,From Keeper,217,Barcelona,,,dafce3db-9470-457c-a79a-cd1a613cca8a,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,20.8,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee7eba54-6e66-4500-9cea-7312ca026cc6,1337,1,00:36:37.042,36,37,30,Pass,62,217,Barcelona,1,Regular Play,217,Barcelona,1.913381,,f610258d-773c-4163-9b3d-e1c2371ff0aa,True,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,40.7,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,23.677204,-1.1808785,1.0,Ground Pass,49.7,19.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f610258d-773c-4163-9b3d-e1c2371ff0aa,1338,1,00:36:38.955,36,38,42,Ball Receipt*,62,217,Barcelona,1,Regular Play,217,Barcelona,,,ee7eba54-6e66-4500-9cea-7312ca026cc6,,7068.0,Marc Bartra Aregall,5.0,Left Center Back,49.7,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca025baa-80e6-4e8b-b8d1-42b6f55257f5,1339,1,00:36:41.410,36,41,30,Pass,63,217,Barcelona,1,Regular Play,217,Barcelona,0.790878,,bae7ce58-01a4-49c1-a839-a20d54d6b8d6,,7068.0,Marc Bartra Aregall,5.0,Left Center Back,61.6,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,6.8007355,1.2722974,1.0,Ground Pass,63.6,27.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bae7ce58-01a4-49c1-a839-a20d54d6b8d6,1340,1,00:36:42.201,36,42,42,Ball Receipt*,63,217,Barcelona,1,Regular Play,217,Barcelona,,,ca025baa-80e6-4e8b-b8d1-42b6f55257f5,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,63.6,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cab6d05-e907-408c-96d5-04d6c4620405,1341,1,00:36:42.201,36,42,43,Carry,63,217,Barcelona,1,Regular Play,217,Barcelona,2.5086,,98b0783c-b0c5-4d27-b28a-7798a7427e34,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,63.6,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bae7ce58-01a4-49c1-a839-a20d54d6b8d6,72.8,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98b0783c-b0c5-4d27-b28a-7798a7427e34,1342,1,00:36:44.709,36,44,30,Pass,64,217,Barcelona,1,Regular Play,217,Barcelona,1.926518,,565be10c-46f8-4997-96d2-7498da8f6f73,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,72.8,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,20.349447,2.6889336,2.0,Low Pass,54.5,37.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565be10c-46f8-4997-96d2-7498da8f6f73,1343,1,00:36:46.636,36,46,42,Ball Receipt*,64,217,Barcelona,1,Regular Play,217,Barcelona,,,98b0783c-b0c5-4d27-b28a-7798a7427e34,,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,54.5,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eefc67bb-1d82-4063-9b81-1feb3bf11740,1344,1,00:36:46.636,36,46,43,Carry,64,217,Barcelona,1,Regular Play,217,Barcelona,4.097183,,4b55379c-52e6-4243-a33f-c562cd708304,,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,54.5,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565be10c-46f8-4997-96d2-7498da8f6f73,55.1,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b55379c-52e6-4243-a33f-c562cd708304,1345,1,00:36:50.733,36,50,30,Pass,65,217,Barcelona,1,Regular Play,217,Barcelona,0.876274,,f4527fb8-9f94-40e8-b883-1e6ac5bdd1c3,,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,55.1,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,21.653868,1.1774262,1.0,Ground Pass,63.4,61.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4527fb8-9f94-40e8-b883-1e6ac5bdd1c3,1346,1,00:36:51.609,36,51,42,Ball Receipt*,65,217,Barcelona,1,Regular Play,217,Barcelona,,,4b55379c-52e6-4243-a33f-c562cd708304,,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,63.4,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9caf4973-26b6-430c-a5f9-009c2cc3a6dd,1347,1,00:36:51.609,36,51,43,Carry,65,217,Barcelona,1,Regular Play,217,Barcelona,1.996389,,19d68ce7-056d-4ac6-a30f-042faa3ee00e,,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,63.4,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4527fb8-9f94-40e8-b883-1e6ac5bdd1c3,62.8,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19d68ce7-056d-4ac6-a30f-042faa3ee00e,1348,1,00:36:53.606,36,53,30,Pass,66,217,Barcelona,1,Regular Play,217,Barcelona,0.772975,,80876d4f-6fe0-4819-a6f5-2e112cf1d790,,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,62.8,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6593.0,Martín Montoya Torralbo,14.340154,1.4308716,1.0,Ground Pass,64.8,76.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80876d4f-6fe0-4819-a6f5-2e112cf1d790,1349,1,00:36:54.379,36,54,42,Ball Receipt*,66,217,Barcelona,1,Regular Play,217,Barcelona,,,19d68ce7-056d-4ac6-a30f-042faa3ee00e,,6593.0,Martín Montoya Torralbo,2.0,Right Back,64.8,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536ec9e-1e0e-4493-9bca-7e6bc2a75b45,1350,1,00:36:54.379,36,54,43,Carry,66,217,Barcelona,1,Regular Play,217,Barcelona,1.457765,,1e7bba65-775e-412c-8b4a-955436eba90e,,6593.0,Martín Montoya Torralbo,2.0,Right Back,64.8,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80876d4f-6fe0-4819-a6f5-2e112cf1d790,64.0,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e7bba65-775e-412c-8b4a-955436eba90e,1351,1,00:36:55.836,36,55,30,Pass,67,217,Barcelona,1,Regular Play,217,Barcelona,1.902811,,99a47e39-5962-4415-a3c6-41b29e211255,,6593.0,Martín Montoya Torralbo,2.0,Right Back,64.0,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,29.516945,-2.180412,1.0,Ground Pass,47.1,52.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99a47e39-5962-4415-a3c6-41b29e211255,1352,1,00:36:57.739,36,57,42,Ball Receipt*,67,217,Barcelona,1,Regular Play,217,Barcelona,,,1e7bba65-775e-412c-8b4a-955436eba90e,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,47.1,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834d7840-57af-4471-8de4-a5c4792e81e7,1353,1,00:36:57.739,36,57,43,Carry,67,217,Barcelona,1,Regular Play,217,Barcelona,3.309488,,99a47e39-5962-4415-a3c6-41b29e211255,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,47.1,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd9a1586-f8e7-4d79-ad21-bf7526847b65,50.5,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd9a1586-f8e7-4d79-ad21-bf7526847b65,1354,1,00:37:01.049,37,1,30,Pass,68,217,Barcelona,1,Regular Play,217,Barcelona,1.858472,,6538a2a8-a7a8-4d89-bb4d-24aa11dab60c,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,50.5,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,29.233541,-1.6187048,1.0,Ground Pass,49.1,21.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538a2a8-a7a8-4d89-bb4d-24aa11dab60c,1355,1,00:37:02.907,37,2,42,Ball Receipt*,68,217,Barcelona,1,Regular Play,217,Barcelona,,,dd9a1586-f8e7-4d79-ad21-bf7526847b65,,7068.0,Marc Bartra Aregall,5.0,Left Center Back,49.1,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71a1a01e-c268-4f60-a53f-2a5784b0aa0b,1356,1,00:37:02.907,37,2,43,Carry,68,217,Barcelona,1,Regular Play,217,Barcelona,4.11006,,6538a2a8-a7a8-4d89-bb4d-24aa11dab60c,,7068.0,Marc Bartra Aregall,5.0,Left Center Back,49.1,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4c53d56-f90a-4dbe-84ef-c0f0e7ad86f7,58.2,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4c53d56-f90a-4dbe-84ef-c0f0e7ad86f7,1357,1,00:37:07.017,37,7,30,Pass,69,217,Barcelona,1,Regular Play,217,Barcelona,0.86887,,f1f19510-c12d-4617-be68-278172a74d15,,7068.0,Marc Bartra Aregall,5.0,Left Center Back,58.2,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,8.765842,1.096945,1.0,Ground Pass,62.2,33.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1f19510-c12d-4617-be68-278172a74d15,1358,1,00:37:07.886,37,7,42,Ball Receipt*,69,217,Barcelona,1,Regular Play,217,Barcelona,,,f4c53d56-f90a-4dbe-84ef-c0f0e7ad86f7,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,62.2,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
